Resource Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling	FAIR Issues	FAIR Score
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/gyyang/nn-brain	gyyang	gyyang	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/xuiltul/animaworks	xuiltul	xuiltul; animaworks-dev-team[bot]; cmnt1; animaworks-dev-team; noccio-nocci; initcatcher; reo0515; rishii-inankl; leobin001; Deepak8858	Python					No Dependencies; No Environment Spec	8
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/mrkolarik/3D-brain-segmentation	mrkolarik	mrkolarik	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/rixez/Brats21_KAIST_MRI_Lab	rixez	FabianIsensee; rixez; PeterMFull; arthursw; whikwon; JanSellner; yinglilu; schuhegger; vincentme; pkuppens	Python					No Version Info; No Environment Spec	8
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/ayush488-glitch/ai-career-planner-skill	ayush488-glitch	ayush488-glitch						No Dependencies; No Version Info; No Container; No Environment Spec	6
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/neuro-ml/resnet_cnn_mri_adni	neuro-ml	libfun; amigoml	Jupyter Notebook					No Dependencies; No Version Info; No Environment Spec; No Dependencies; No Version Info; No Environment Spec	4
GERAS Cohorts: Harmonized	GERAS	Alzheimer's Disease	https://github.com/eera-l/Geras	eera-l	eera-l; dependabot[bot]	Python					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
GERAS Cohorts: Harmonized	GERAS	Alzheimer's Disease	https://github.com/ranigera/MultiModalMRI_Habits	ranigera	ranigera	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
GERAS Cohorts: Harmonized	GERAS	Alzheimer's Disease	https://github.com/drianne/brainfuck	drianne	drianne; leticiadesouza	C					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
NPH Integrative Analysis Datasets	NPH	Alzheimer's Disease	https://github.com/GuLifan/2023XJTU_-Identification-model-for-NPH	GuLifan	GuLifan	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
PREVENT Dementia Research Programme	PREVENT-dementia	Alzheimer's Disease; dementia; controls	https://github.com/RJHarvest/android-cognitive-game	RJHarvest	RJHarvest; ImgBotApp	Java					No Version Info; No Container; No Environment Spec	7
PREVENT Dementia Research Programme	PREVENT-dementia	Alzheimer's Disease; dementia; controls	https://github.com/KION126/kinect_wpf_PreventionofDementiaMemoryCardGame	KION126	KION126	C#					No Dependencies; No Version Info; No Container; No Environment Spec	6
PREVENT Dementia Research Programme	PREVENT-dementia	Alzheimer's Disease; dementia; controls	https://github.com/gnnouoemh/MemoryPatronum	gnnouoemh	csmoon1010						No Dependencies; No Version Info; No Container; No Environment Spec	6
PREVENT Dementia Research Programme	PREVENT-dementia	Alzheimer's Disease; dementia; controls	https://github.com/JjangYeonseo/cognitive-training-app	JjangYeonseo	JjangYeonseo	Dart					No Dependencies; No Version Info; No Container; No Environment Spec	6
PREVENT Dementia Research Programme	PREVENT-dementia	Alzheimer's Disease; dementia; controls	https://github.com/hlfair/PDMOOC-Evaluation-Paper	hlfair	hlfair						No Dependencies; No Version Info; No Container; No Environment Spec	6
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/feng5132308003/Reduced-coupling-between-cerebrospinal-fluid-flow-and-global-brain-activity-is-linked-to-Alzheimer-s	feng5132308003	feng5132308003	MATLAB					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/chandrasekarnarayana/Hotspot_detection_in_Yeast_Cell_Model-Image_Processing	chandrasekarnarayana	chandrasekarnarayana	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	0
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/esmailza/A-Recommendation-Model-for-Predicting-Alzheimer-s-Drugs-Mechanism-of-Action	esmailza	esmailza	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/MSUBioinformaticsCore/Kara_et_al_Acta_Neuropathologica_2025	MSUBioinformaticsCore	slepphickey	HTML					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/HariniCJ/Interactive-Brain-Activity-Enhancement-Using-Hand-Based-Exercises-A-Game-for-Alzheimer-Patients	HariniCJ	HariniCJ	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/arpit-code1993/Identification-of-Human-Motion-Primitive-Activities-using-Accelerometer-Readings	arpit-code1993	arpit-code1993	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/Cheng-Chun-Yen/Alzheimers-Choice-Theory	Cheng-Chun-Yen	Cheng-Chun-Yen	PowerShell					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/KatharineZhang/Alzheimer-Activities	KatharineZhang	KatharineZhang; jithonia	TypeScript					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/MelanieperezR/Alzheimer-s-Disease---Group-activity	MelanieperezR	MelanieperezR	Python					No Version Info; No Container; No Environment Spec	7
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/mbauergit/Alzheimer-BioActivity-Analysis	mbauergit	mbauergit	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/ridaqp/Semi-Supervised-Active-Learning-for-Alzheimers-Classification	ridaqp	ridaqp	Python					No Version Info; No Container; No Environment Spec	7
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/barathbalasubramanian/spawn_node	barathbalasubramanian	barathbalasubramanian	JavaScript					No README; No Version Info; No Environment Spec	7
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/Shanty-01/quantitative-structure-activity-relationship-modeling	Shanty-01	Shanty-01	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/Tao-AI-group/ACTS	Tao-AI-group	jingnafeng; LiPengze97	HTML					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/1730021alaminiu/CNS-ACTIVE-DRUG-REPURPOSING	1730021alaminiu	1730021alaminiu						No Dependencies; No Version Info; No Container; No Environment Spec	6
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/KarolBarreto1/Mente-activa	KarolBarreto1	moreraerika79-sketch; KarolBarreto1						No Dependencies; No Version Info; No Container; No Environment Spec	6
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/Abhinavsathyadas07/digital-brain	Abhinavsathyadas07	Abhinavsathyadas07	Python					No Version Info; No Container; No Environment Spec	7
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/JacksonGS-1/Alpha-Synuclein-Seeding-Activity-and-Parkinsons-Disease-Progression	JacksonGS-1	JacksonGS-1	SAS					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/Anilreddy7382/Action-pattern-recognition-in-parkinson-s-disease-using-camera-based-accelerometer-data-Dissertation	Anilreddy7382	Anilreddy7382	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/rishi2002/Molecular_activity_prediction_using_smiles	rishi2002	rishi2002	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/mohitkothari-dev/ParkinsonGPT	mohitkothari-dev	mohitkothari-dev	JavaScript					No Version Info; No Container; No Environment Spec	7
